PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Vendor Supplied Gene Symbol,Raw Sample Value,Median Negative Control on Plate,Median Positive Control on Plate,PPT Sample as Percentage of Negative Control,PPT MAD Z-Score,PPT Log MAD Z-Score,"Cell Count, Sample",Median Negative Control Cell Count on Plate,Median Positive Control Cell Count on Plate,"Sample Cell Count, MAD Z-Score Normalized to Negative Control",Sample Mitochondrial Signal,Median Negative Control Mitochondrial Signal on Plate,Median Positive Control Mitochondrial Signal on Plate,"Sample mitochondrial signal, MAD Z-Score Normalized to Negative Control",HUGO Gene Symbol,Entrez GeneID,CatalogNumber,REFSEQ,PLATE ID,Row Number,Column Number,Passed Initial Activity Threshold?
RESULT_TYPE,,,,,,,STRING,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,INTEGER,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,FLOAT,STRING,TARGET_NCBI_GENE_ID,STRING,STRING,STRING,INTEGER,INTEGER,STRING
RESULT_UNIT,,,,,,,,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,NONE,,,,,,NONE,NONE,
2190,134314563,,Inactive,0,,,ID2,22.3239,9.53179,92.239,234.204,2.15091,1.48446,1031,1373.5,1069.5,-0.779805,21.5325,30.0506,47.4993,-0.64542,ID2,3398,M-009864-00,NM_002166,MAY1100741,7,4,No
2191,134314565,,Inactive,0,,,PLCL1,28.6412,18.6904,91.3747,153.24,0.592494,0.51335,1115,1489,1199,-0.795674,42.4215,45.0144,56.1081,0.780119,PLCL1,5334,M-009866-00,NM_006226,QDA103521,2,13,No
2192,134314567,,Inactive,0,,,PPIL3,26.8746,19.606,90.2718,137.073,0.281323,0.258121,1422,1414,1158.5,1.45312,49.789,43.1955,58.9567,2.10713,PPIL3,53938,M-009868-00,NM_032472,QDA103513,9,14,No
2193,134314569,,Inactive,0,,,ATF2,15.099,20.0391,92.1121,75.3478,-0.906778,-1.11181,1015,1469,1150.5,-1.30245,35.1724,47.0984,60.5051,-0.454528,ATF2,1386,M-009871-00,NM_001880,QDA103531,10,16,No
2194,134314574,,Inactive,0,,,RALGPS2,34.4878,20.6623,90.311,166.912,0.855662,0.709004,1130,1441,1196,-0.486129,38.9381,43.402,56.578,0.494523,RALGPS2,55103,M-009877-00,NM_018037,QDA103532,5,18,No
2195,134314575,,Inactive,0,,,CHD5,33.1947,22.7566,89.983,145.869,0.450616,0.400495,1298,1439.5,1209.5,0.542898,32.1263,44.2122,57.9612,-0.581685,CHD5,26038,M-009878-00,NM_015557,QDA103662,9,15,No
2196,134314579,,Inactive,0,,,RHOU,25.1534,21.7866,90.03,115.453,-0.134826,-0.134844,1067,1430,1177.5,-0.81906,39.1753,44.9702,60.728,0.330347,RHOU,58480,M-009882-00,NM_021205,QDA103479,14,15,No
2197,134314580,,Inactive,0,,,ARHGEF2,36.1556,19.5679,90.8493,184.77,1.19939,0.941697,1223,1429.5,1158,0.138744,37.9395,43.045,57.1216,0.39506,ARHGEF2,9181,M-009883-01,NM_004723,QDA103569,13,17,No
2198,134314581,,Inactive,0,,,MEF2D,15.5925,21.9795,90.6248,70.9413,-0.991595,-1.24977,1302,1401.5,1181.5,0.781957,43.1644,45.3517,58.6542,0.839268,MEF2D,4209,M-009884-00,NM_005920,QDA103583,10,20,No
2199,134314582,,Inactive,0,,,DNAJC6,31.1013,36.0002,94.9202,86.3921,-0.694196,-0.798674,1053,1060.5,948.5,1.34166,45.0142,59.1218,70.3279,-0.362401,DNAJC6,9829,M-009885-00,NM_014787,QDA103891,12,21,No
2200,134314585,,Active,100,,,AMPD1,35.7683,10.1407,91.6574,352.721,4.43212,2.42189,747,1329.5,1048.5,-2.43266,18.0723,32.8163,44.5829,-1.69209,AMPD1,270,M-009888-01,NM_000036,MAY1100743,13,16,Yes
2201,134314586,,Inactive,0,,,CRYZ,26.2166,18.6904,91.3747,140.268,0.342806,0.310857,1169,1489,1199,-0.478134,21.2147,45.0144,56.1081,-2.19339,CRYZ,1429,M-009891-01,NM_001889,QDA103521,4,11,No
2202,134314587,,Inactive,0,,,WARS2,20.3258,20.0397,91.2489,101.428,-0.404789,-0.431353,1301,1447.5,1148,0.51741,42.1983,45.5163,56.0895,0.683587,WARS2,10352,M-009892-00,NM_015836,QDA103561,13,17,No
2203,134314590,,Inactive,0,,,NT5C1A,20.4506,37.5698,93.9149,54.4337,-1.30934,-1.85614,1073,1314,967,-0.202326,31.2209,42.5495,52.952,-0.53678,NT5C1A,84618,M-009895-00,NM_032526,QDA103628,4,14,No
2204,134314591,,Inactive,0,,,MTR,30.3517,21.9795,90.6248,138.091,0.300911,0.275054,1166,1401.5,1181.5,-0.0677026,26.4151,45.3517,58.6542,-1.49177,MTR,4548,M-009896-00,NM_000254,QDA103583,9,15,No
2205,134314596,,Inactive,0,,,COAS2,80.3318,30.0608,94.3068,267.231,2.78661,1.78646,1190,1386,1039.5,0.165379,36.4706,45.6733,57.6952,-0.12806,PPIAL4,164022,M-009902-00,NM_178230,QDA103820,7,6,No
2206,134314600,,Inactive,0,,,DR1,57.5083,21.7866,90.03,263.961,2.72367,1.75827,1121,1430,1177.5,-0.488419,30.1516,44.9702,60.728,-0.936142,DR1,1810,M-009908-00,NM_001938,QDA103479,4,20,No
2207,134314602,,Inactive,0,,,HSD11B1,25.1632,22.5118,90.8912,111.778,-0.205568,-0.208907,1277,1431.5,1149,0.458573,32.5764,43.544,55.1021,-0.446078,HSD11B1,3290,M-009910-01,NM_005525,QDA103467,8,22,No
2208,134314607,,Inactive,0,,,ICEBERG,16.7231,20.4162,90.2684,81.9108,-0.780453,-0.920616,1380,1385.5,1193,1.36882,36.5942,41.3965,56.0385,0.411475,-,59082,M-009915-00,NM_021571,QDA103642,2,22,No
2209,134314610,,Inactive,0,,,CA14,17.2601,20.2515,91.4596,85.2286,-0.716592,-0.829717,1170,1385.5,1123,0.0416996,30.9402,43.4837,57.8597,-0.677016,CA14,23632,M-009918-00,NM_012113,QDA103454,3,13,No
2210,134314611,,Inactive,0,,,TNFAIP3,38.7772,20.4162,90.2684,189.933,1.29878,1.0048,1086,1385.5,1193,-0.48915,31.5838,41.3965,56.0385,-0.352458,TNFAIP3,7128,M-009919-00,NM_006290,QDA103642,14,7,No
2211,134314614,,Inactive,0,,,ARG1,17.0306,19.5679,90.8493,87.0331,-0.681858,-0.781751,1279,1429.5,1158,0.481751,32.4472,43.045,57.1216,-0.410272,ARG1,383,M-009922-01,NM_000045,QDA103569,3,21,No
2212,134314615,,Inactive,0,,,TCF21,49.1367,18.6904,91.3747,262.898,2.7032,1.74903,1253,1489,1199,0.0158162,48.0447,45.0144,56.1081,1.56857,TCF21,6943,M-009923-00,NM_003206,QDA103521,13,8,No
2213,134314617,,Inactive,0,,,RARRES1,33.3925,37.3744,93.9752,89.346,-0.637341,-0.721709,916,1102,961,-0.0742676,44.9782,51.6527,68.8182,0.328087,RARRES1,5918,M-009925-00,NM_002888,QDA103919,14,11,No
2214,134314619,,Inactive,0,,,OTUD4,56.5911,35.1362,94.6735,161.062,0.743062,0.627328,1065,1127,967,0.921893,52.1127,61.1021,71.0379,0.215098,OTUD4,54726,M-009927-00,NM_017493,QDA103937,6,4,No
2215,134314622,,Inactive,0,,,UBE2B,26.988,21.0964,90.5842,127.927,0.105267,0.100024,1037,1445,1226.5,-1.06866,29.6046,42.8374,56.9079,-0.806041,UBE2B,7320,M-009930-00,NM_003337,QDA103660,15,18,No
2216,134314623,,Inactive,0,,,GDA,61.1621,21.7866,90.03,280.732,3.04648,1.89929,974,1430,1177.5,-1.3885,39.9384,44.9702,60.728,0.437456,GDA,9615,M-009931-00,NM_004293,QDA103479,3,14,No
2217,134314625,,Inactive,0,,,RAB14,34.7623,20.0397,91.2489,173.467,0.981837,0.797192,1189,1447.5,1148,-0.160073,24.1379,45.5163,56.0895,-1.82083,RAB14,51552,M-009934-00,NM_016322,QDA103561,10,9,No
2218,134314626,,Inactive,0,,,PPP6C,54.5938,37.5698,93.9149,145.313,0.43992,0.391757,1131,1314,967,0.184158,28.9125,42.5495,52.952,-0.879204,PPP6C,5537,M-009935-01,NM_002721,QDA103628,5,12,No
2219,134314635,,Inactive,0,,,FKBP1B,13.9482,20.7811,91.2401,67.1194,-1.06516,-1.37655,1148,1423.5,1155.5,-0.291002,35.6272,43.5888,57.6915,-0.00916164,FKBP1B,2281,M-009944-00,NM_004116,QDA103458,13,6,No
2220,134314636,,Inactive,0,,,ELOVL3,42.732,36.804,94.9573,116.107,-0.122238,-0.121913,1073,1138.5,959.5,0.899841,34.2964,49.9338,71.064,-0.83291,ELOVL3,83401,M-009945-00,NM_152310,QDA103944,3,9,No
2221,134314639,,Inactive,0,,,GNA13,15.608,10.1407,91.6574,153.915,0.605483,0.523409,1074,1329.5,1048.5,-0.279098,22.9981,32.8163,44.5829,-0.74468,GNA13,10672,M-009948-00,NM_006572,MAY1100743,7,9,No
2222,134314643,,Inactive,0,,,ARTN,44.689,37.5458,94.6283,119.025,-0.0660675,-0.0650845,962,1123.5,982,0.144951,44.0748,60.3039,72.446,-0.554926,ARTN,9048,M-009953-00,NM_003976,QDA103984,12,22,No
2223,134314647,,Inactive,0,,,UNC84B,38.0763,29.2368,94.7973,130.234,0.149678,0.140946,1171,1239,991,0.923034,42.4424,46.0401,63.6347,0.650464,UNC84B,25777,M-009959-00,NM_015374,QDA103872,15,12,No
2224,134314651,,Inactive,0,,,TENC1,53.9884,37.5458,94.6283,143.794,0.410675,0.367694,828,1123.5,982,-0.899362,42.3913,60.3039,72.446,-0.731133,TENC1,23371,M-009977-00,NM_015319,QDA103984,14,4,No
2225,134314656,,Inactive,0,,,PCMT1,40.2367,20.7811,91.2401,193.621,1.36976,1.04882,1104,1423.5,1155.5,-0.561643,34.692,43.5888,57.6915,-0.144572,PCMT1,5110,M-010000-00,NM_005389,QDA103458,14,11,No
2226,134314658,,Inactive,0,,,NFYB,39.5833,21.7866,90.03,181.686,1.14003,0.903169,1150,1430,1177.5,-0.310852,43.5652,44.9702,60.728,0.94649,NFYB,4801,M-010002-01,NM_006166,QDA103479,2,4,No
2227,134314659,,Inactive,0,,,PPP3CC,43.2432,37.5698,93.9149,115.101,-0.141601,-0.141834,885,1314,967,-1.45507,28.9266,42.5495,52.952,-0.877114,PPP3CC,5533,M-010005-00,NM_005605,QDA103628,11,3,No
2228,134314666,,Inactive,0,,,TAS2R8,37.4033,35.7543,94.1109,104.612,-0.343499,-0.360587,1007,1101,972,0.656033,47.567,62.1164,73.382,-0.334687,TAS2R8,50836,M-010014-01,NM_023918,QDA103960,8,6,No
2229,134314668,,Inactive,0,,,TAS2R14,20.1383,9.53179,92.239,211.275,1.70956,1.24858,1051,1373.5,1069.5,-0.652308,26.8316,30.0506,47.4993,0.467579,TAS2R14,50840,M-010016-01,NM_023922,MAY1100741,15,19,No
2230,134314670,,Inactive,0,,,KALRN,50.1228,38.6229,93.3125,129.775,0.140842,0.132862,1084,1275,1010.5,0.0919196,37.5461,40.0672,54.6009,0.746548,KALRN,8997,M-010019-00,NM_003947,QDA103595,10,14,No
2231,134314674,,Inactive,0,,,LIAS,35.6337,21.695,90.6061,164.248,0.804389,0.672174,1438,1394,1181,1.67995,41.1683,45.271,57.4234,0.571686,LIAS,11019,M-010023-00,NM_006859,QDA103503,14,19,No
2232,134314677,,Inactive,0,,,OCRL,41.9693,37.5698,93.9149,111.71,-0.20687,-0.210293,1250,1314,967,0.977117,40.88,42.5495,52.952,0.896033,OCRL,4952,M-010026-01,NM_000276,QDA103628,10,4,No
2233,134314682,,Inactive,0,,,HS3ST2,35.2146,20.2515,91.4596,173.886,0.989901,0.802714,1627,1385.5,1123,2.92978,27.8427,43.4837,57.8597,-1.12662,HS3ST2,9956,M-010031-00,NM_006043,QDA103454,12,4,No
2234,134314684,,Inactive,0,,,CBX3,25.363,35.7543,94.1109,70.937,-0.991678,-1.24991,882,1101,972,-0.338047,37.0748,62.1164,73.382,-1.40081,CBX3,11335,M-010033-00,NM_007276,QDA103960,15,11,No
2235,134314686,,Inactive,0,,,POLM,17.4661,9.53179,92.239,183.24,1.16994,0.922665,998,1373.5,1069.5,-0.990176,21.2425,30.0506,47.4993,-0.706332,POLM,27434,M-010035-00,NM_013284,MAY1100741,11,11,No
2236,134314687,,Inactive,0,,,ACO1,54.4194,20.7811,91.2401,261.869,2.68341,1.74006,1065,1423.5,1155.5,-0.80153,28.7324,43.5888,57.6915,-1.00753,ACO1,48,M-010037-00,NM_002197,QDA103458,8,16,No
2237,134314692,,Inactive,0,,,BHLHB3,26.7594,38.9748,94.738,68.6583,-1.03554,-1.32466,1155,1106.5,948,1.78737,56.2771,60.3996,72.0339,0.712878,BHLHB3,79365,M-010043-00,NM_030762,QDA103996,10,19,No
2238,134314697,,Inactive,0,,,NFE2,21.8121,22.5118,90.8912,96.892,-0.492094,-0.536089,1076,1431.5,1149,-0.770857,30.2045,43.544,55.1021,-0.789883,NFE2,4778,M-010049-00,NM_006163,QDA103467,14,11,No
2239,134314702,,Inactive,0,,,RAB9B,43.5185,21.1397,91.5204,205.862,1.60537,1.18916,1146,1449.5,1145.5,-0.429743,44.0663,46.4647,58.6575,0.817888,RAB9B,51209,M-010055-00,NM_016370,QDA103485,11,11,No
2240,134314703,,Inactive,0,,,SNFT,21.2014,21.8358,91.9146,97.0948,-0.488191,-0.531303,1270,1416.5,1136.5,0.498016,45.4331,48.3002,59.2304,0.769023,-,55509,M-010056-01,NM_018664,QDA103591,4,19,No
2241,134314704,,Inactive,0,,,RAP2C,29.2143,21.8358,91.9146,133.791,0.218143,0.202633,1131,1416.5,1136.5,-0.361189,30.6808,48.3002,59.2304,-1.15875,RAP2C,57826,M-010057-00,NM_021183,QDA103591,9,3,No
2242,134314705,,Inactive,0,,,PLA2G12A,34.2146,19.5679,90.8493,174.851,1.00846,0.815375,1203,1429.5,1158,0.016242,42.9759,43.045,57.1216,1.13355,PLA2G12A,81579,M-010058-00,NM_030821,QDA103569,11,8,No
2243,134314706,,Inactive,0,,,RAB38,17.5451,21.1397,91.5204,82.996,-0.759566,-0.890486,1292,1449.5,1145.5,0.452186,27.322,46.4647,58.6575,-1.45664,RAB38,23682,M-010059-00,NM_022337,QDA103485,11,22,No
2244,134314708,,Inactive,0,,,ACSL3,37.4453,21.7866,90.03,171.873,0.951139,0.776047,1212,1430,1177.5,0.0687724,37.1287,44.9702,60.728,0.0431084,ACSL3,2181,M-010061-00,NM_004457,QDA103479,9,16,No
2245,134314713,,Inactive,0,,,MTRR,27.916,19.5679,90.8493,142.662,0.388896,0.349608,1172,1429.5,1158,-0.173637,34.8123,43.045,57.1216,-0.0634825,MTRR,4552,M-010066-00,NM_002454,QDA103569,15,6,No
2246,134314724,,Inactive,0,,,BBS2,57.9515,37.3744,93.9752,155.056,0.627463,0.540331,1056,1102,961,1.03809,50.0947,51.6527,68.8182,0.953301,BBS2,583,M-010080-01,NM_031885,QDA103919,5,9,No
2247,134314730,,Inactive,0,,,TGM3,16.4087,21.9795,90.6248,74.6545,-0.920122,-1.13297,1191,1401.5,1181.5,0.0884848,38.8749,45.3517,58.6542,0.242293,TGM3,7053,M-010088-00,NM_003245,QDA103583,11,11,No
2248,134314732,,Inactive,0,,,FLRT3,40.625,36.484,94.2952,111.35,-0.213803,-0.217686,1256,1409.5,993,0.450035,26.035,48.0885,61.2497,-1.75087,FLRT3,23767,M-010090-00,NM_013281,QDA103745,13,19,No
2249,134314733,,Inactive,0,,,TCF15,12.3478,10.1407,91.6574,121.765,-0.0133303,-0.0129838,1094,1329.5,1048.5,-0.147381,32.0841,32.8163,44.5829,1.00286,TCF15,6939,M-010091-00,NM_004609,MAY1100743,9,12,No
2250,134314735,,Inactive,0,,,FNTB,29.3063,19.606,90.2718,149.476,0.520057,0.456426,1126,1414,1158.5,-0.37979,34.5471,43.1955,58.9567,-0.120019,FNTB,2342,M-010093-01,NM_002028,QDA103513,8,5,No
2251,134314736,,Inactive,0,,,RBM12,37.6757,40.6183,94.8739,92.7556,-0.571711,-0.635969,880,1086,927.5,-0.25729,35.6818,50.003,65.5727,-0.66403,RBM12,10137,M-010094-00,NM_006047,QDA103915,4,6,No
2252,134314737,,Inactive,0,,,C20ORF114,43.4389,38.9748,94.738,111.454,-0.211804,-0.215551,821,1106.5,948,-0.855612,49.6955,60.3996,72.0339,0.025112,C20orf114,92747,M-010095-00,NM_033197,QDA103996,3,20,No
2253,134314738,,Inactive,0,,,ITGB4BP,23.7762,20.0391,92.1121,118.649,-0.0733072,-0.0723304,1206,1469,1150.5,-0.164009,27.7778,47.0984,60.5051,-1.44549,ITGB4BP,3692,M-010096-01,NM_002212,QDA103531,11,21,No
2254,134314741,,Inactive,0,,,PROZ,12.1166,20.4162,90.2684,59.3477,-1.21475,-1.65827,1192,1385.5,1193,0.180732,35.0671,41.3965,56.0385,0.178641,PROZ,8858,M-010099-00,NM_003891,QDA103642,14,14,No
2255,134314743,,Inactive,0,,,FLRT1,54.9643,37.5458,94.6283,146.393,0.460701,0.408703,1154,1123.5,982,1.64128,50.6066,60.3039,72.446,0.128718,FLRT1,23769,M-010103-00,NM_013280,QDA103984,14,12,No
2256,134314754,,Inactive,0,,,TST,29.7143,21.695,90.6061,136.964,0.27921,0.256287,1288,1394,1181,0.737785,29.2702,45.271,57.4234,-1.08715,TST,7263,M-010120-00,NM_003312,QDA103503,6,13,No
2257,134314756,,Inactive,0,,,PSMA1,24.2006,20.4162,90.2684,118.536,-0.0754862,-0.0745157,1179,1385.5,1193,0.0985763,21.5437,41.3965,56.0385,-1.88327,PSMA1,5682,M-010123-01,NM_002786,QDA103642,14,3,No
2258,134314758,,Inactive,0,,,TPH1,54.8815,21.695,90.6061,252.968,2.51208,1.66089,942,1394,1181,-1.43548,47.983,45.271,57.4234,1.5218,TPH1,7166,M-010125-00,NM_004179,QDA103503,9,9,No
2259,134314761,,Inactive,0,,,LBP,30.9696,21.1397,91.5204,146.5,0.462765,0.410379,1271,1449.5,1145.5,0.325333,41.8568,46.4647,58.6575,0.517751,LBP,3929,M-010128-00,NM_004139,QDA103485,3,3,No
2260,134314766,,Inactive,0,,,CYP2A13,50.9372,20.2515,91.4596,251.523,2.48427,1.64778,1154,1385.5,1123,-0.0594147,46.8804,43.4837,57.8597,1.63673,CYP2A13,1553,M-010133-00,NM_000766,QDA103454,9,3,No
2261,134314769,,Inactive,0,,,FBP2,19.6864,37.5698,93.9149,52.3996,-1.34849,-1.94333,1020,1314,967,-0.555492,30.3922,42.5495,52.952,-0.65971,FBP2,8789,M-010139-01,NM_003837,QDA103628,6,10,No
2262,134314771,,Inactive,0,,,CDX4,18.8337,9.53179,92.239,197.589,1.44612,1.09526,1193,1373.5,1069.5,0.252921,26.2364,30.0506,47.4993,0.342564,CDX4,1046,M-010141-00,NM_005193,MAY1100741,3,10,No
2263,134314772,,Inactive,0,,,MRPS25,42.0436,38.9748,94.738,107.874,-0.280715,-0.290297,1078,1106.5,948,1.17806,57.5139,60.3996,72.0339,0.842129,MRPS25,64432,M-010142-00,NM_022497,QDA103996,8,5,No
2264,134314773,,Inactive,0,,,AOC3,17.51,20.7811,91.2401,84.2593,-0.735248,-0.855901,1143,1423.5,1155.5,-0.321756,50.2187,43.5888,57.6915,2.10371,AOC3,8639,M-010143-00,NM_003734,QDA103458,4,11,No
2265,134314781,,Inactive,0,,,ZNF265,50.94,35.1319,94.0011,144.996,0.433824,0.386762,1003,1320,1047,-0.699151,34.5962,46.4009,61.5548,-0.462051,ZRANB2,9406,M-010158-00,NM_005455,QDA103785,9,3,No
2266,134314782,,Inactive,0,,,PRMT7,22.449,19.5679,90.8493,114.723,-0.148873,-0.149361,1198,1429.5,1158,-0.0143836,41.0684,43.045,57.1216,0.853859,PRMT7,54496,M-010160-00,NM_019023,QDA103569,13,22,No
2267,134314786,,Inactive,0,,,NTS,30.6485,20.6623,90.311,148.331,0.498002,0.438809,1357,1441,1196,0.893178,48.1945,43.402,56.578,1.84064,NTS,4922,M-010170-00,NM_006183,QDA103532,4,8,No
2268,134314788,,Inactive,0,,,IMPA1,32.6781,37.5698,93.9149,86.9799,-0.682883,-0.783152,1060,1314,967,-0.288951,26.4151,42.5495,52.952,-1.24966,IMPA1,3612,M-010172-01,NM_005536,QDA103628,9,10,No
2269,134314789,,Inactive,0,,,CA1,24.5734,18.6904,91.3747,131.476,0.173577,0.162669,1383,1489,1199,0.780264,35.141,45.0144,56.1081,-0.240719,CA1,759,M-010173-00,NM_001738,QDA103521,6,15,No
2270,134314796,,Inactive,0,,,C10ORF33,52.8992,33.9208,94.4323,155.949,0.644646,0.553474,1067,1304,1015.5,-0.187782,40.3936,44.8517,59.5009,0.516323,C10orf33,84795,M-010185-00,NM_032709,QDA103773,8,5,No
2271,134314800,,Inactive,0,,,MICAL2,45.6278,20.0397,91.2489,227.687,2.02547,1.41985,823,1447.5,1148,-2.37399,33.1713,45.5163,56.0895,-0.568177,MICAL2,9645,M-010189-00,NM_014632,QDA103561,6,18,No
2272,134314802,,Inactive,0,,,NICAL,27.1976,35.1319,94.0011,77.4156,-0.866977,-1.04983,1218,1320,1047,0.726993,26.8473,46.4009,61.5548,-1.5161,MICAL1,64780,M-010192-00,NM_022765,QDA103785,15,22,No
2273,134314804,,Inactive,0,,,NOX4,17.4363,10.1407,91.6574,171.944,0.952518,0.777001,1138,1329.5,1048.5,0.142396,24.9561,32.8163,44.5829,-0.368103,NOX4,50507,M-010194-00,NM_016931,MAY1100743,3,8,No
2274,134314806,,Inactive,0,,,NDOR1,31.0143,20.0391,92.1121,154.769,0.621931,0.536084,1424,1469,1150.5,1.13536,36.236,47.0984,60.5051,-0.312002,NDOR1,27158,M-010196-00,NM_014434,QDA103531,8,16,No
2275,134314808,,Inactive,0,,,PCYOX1,17.4449,21.7866,90.03,80.0714,-0.815858,-0.97261,1399,1430,1177.5,1.21377,39.0279,44.9702,60.728,0.309662,PCYOX1,51449,M-010198-00,NM_016297,QDA103479,14,21,No
2276,134314810,,Inactive,0,,,IBRDC3,25.9023,20.7251,90.7234,124.981,0.0485615,0.0466861,1259,1424,1182,0.389033,34.9484,43.5393,56.3724,-0.10171,IBRDC3,127544,M-010203-00,NM_153341,QDA103653,8,14,No
2277,134314813,,Inactive,0,,,CD36,24.2355,19.5679,90.8493,123.853,0.0268567,0.0259371,1133,1429.5,1158,-0.412517,36.8932,43.045,57.1216,0.241643,CD36,948,M-010206-01,NM_000072,QDA103569,12,4,No
2278,134314815,,Inactive,0,,,MGC5242,70.2638,32.5762,94.489,215.691,1.79455,1.29593,1092,1271.5,985,0.167501,29.1209,43.2152,56.7094,-0.914826,C7orf49,78996,M-010208-00,NM_024033,QDA103838,2,5,No
2279,134314824,,Inactive,0,,,TM9SF2,26.5169,33.8533,95.2926,78.3287,-0.849403,-1.02299,1237,1096,946.5,2.53002,50.9297,58.7768,70.1715,0.301024,TM9SF2,9375,M-010221-00,NM_004800,QDA103813,11,9,No
2280,134314827,,Inactive,0,,,ARHGEF6,18.1879,20.6623,90.311,88.0248,-0.66277,-0.755813,1372,1441,1196,0.984322,34.5481,43.402,56.578,-0.143882,ARHGEF6,9459,M-010231-00,NM_004840,QDA103532,2,17,No
2281,134314828,,Inactive,0,,,AKAP12,27.9669,36.0002,94.9202,77.6854,-0.861784,-1.04187,878,1060.5,948.5,-0.103202,37.6993,59.1218,70.3279,-1.14332,AKAP12,9590,M-010232-00,NM_005100,QDA103891,6,5,No
2282,134314829,,Inactive,0,,,LRP12,25.6063,19.6397,90.8991,130.38,0.152492,0.143514,1228,1479.5,1170,-0.0848257,37.0521,44.9175,57.0856,0.0384568,LRP12,29967,M-010233-00,NM_013437,QDA103646,8,17,No
2283,134314831,,Inactive,0,,,ATP1B2,20.5749,21.9795,90.6248,93.6096,-0.555274,-0.614988,1188,1401.5,1181.5,0.0697423,47.6431,45.3517,58.6542,1.46258,ATP1B2,482,M-010235-00,NM_001678,QDA103583,15,3,No
2284,134314832,,Inactive,0,,,KIF1A,16.3163,9.53179,92.239,171.178,0.937769,0.766776,954,1373.5,1069.5,-1.27067,26.3103,30.0506,47.4993,0.358084,KIF1A,547,M-010236-00,NM_004321,MAY1100741,14,16,No
2285,134314833,,Inactive,0,,,APEX1,16.4425,19.5679,90.8493,84.0276,-0.739709,-0.862205,1205,1429.5,1158,0.0284922,29.8755,43.045,57.1216,-0.787361,APEX1,328,M-010237-01,NM_001641,QDA103569,13,6,No
2286,134314835,,Active,100,,,STARD8,13.6315,36.0002,94.9202,37.8651,-1.62825,-2.68705,859,1060.5,948.5,-0.260073,45.518,59.1218,70.3279,-0.308616,STARD8,9754,M-010254-00,NM_014725,QDA103891,2,22,Yes
2287,134314836,,Inactive,0,,,PLSCR3,32.1583,19.5679,90.8493,164.342,0.806188,0.673475,1266,1429.5,1158,0.402125,41.0742,43.045,57.1216,0.85471,PLSCR3,57048,M-010255-00,NM_020360,QDA103569,6,18,No
2288,134314837,,Inactive,0,,,STARD13,27.5862,34.8669,94.0704,79.1185,-0.834199,-1.00002,1019,1288,1000,-0.425088,40.0393,43.9986,57.1148,0.575707,STARD13,90627,M-010256-00,NM_052851,QDA103765,2,8,No
2289,134314841,,Inactive,0,,,ARNTL,16.7877,10.1407,91.6574,165.548,0.829398,0.690212,1044,1329.5,1048.5,-0.476673,22.7969,32.8163,44.5829,-0.783378,ARNTL,406,M-010261-00,NM_001178,MAY1100743,2,18,No
2290,134314844,,Inactive,0,,,ELOVL4,55.261,19.5679,90.8493,282.406,3.07871,1.91291,1109,1429.5,1158,-0.55952,34.0848,43.045,57.1216,-0.170159,ELOVL4,6785,M-010269-01,NM_022726,QDA103569,7,8,No
2291,134314847,,Inactive,0,,,LRAT,27.0389,19.5679,90.8493,138.18,0.302622,0.276527,1260,1429.5,1158,0.365374,34.2857,43.045,57.1216,-0.140694,LRAT,9227,M-010272-01,NM_004744,QDA103569,4,13,No
2292,134314849,,Inactive,0,,,GLYAT,36.6667,20.2515,91.4596,181.057,1.12791,0.895221,865,1385.5,1123,-1.88579,33.0636,43.4837,57.8597,-0.368801,GLYAT,10249,M-010274-00,NM_005838,QDA103454,7,21,No
2293,134314853,,Inactive,0,,,NLGN1,12.7443,20.7811,91.2401,61.3265,-1.17666,-1.58319,1171,1423.5,1155.5,-0.14953,35.7814,43.5888,57.6915,0.0131675,NLGN1,22871,M-010278-00,NM_014932,QDA103458,6,12,No
2294,134314855,,Inactive,0,,,PLCB1,13.7544,20.6623,90.311,66.5676,-1.07578,-1.39545,1311,1441,1196,0.613671,47.4447,43.402,56.578,1.73159,PLCB1,23236,M-010280-00,NM_015192,QDA103532,3,13,No
2295,134314856,,Inactive,0,,,PLA2G2D,39.5833,18.6904,91.3747,211.784,1.71936,1.25409,1362,1489,1199,0.656776,33.7004,45.0144,56.1081,-0.442707,PLA2G2D,26279,M-010281-00,NM_012400,QDA103521,11,3,No
2296,134314858,,Inactive,0,,,PLA2G2E,25.817,21.7866,90.03,118.499,-0.0761964,-0.0752284,1149,1430,1177.5,-0.316975,37.1628,44.9702,60.728,0.0478858,PLA2G2E,30814,M-010283-01,NM_014589,QDA103479,5,14,No
2297,134314860,,Inactive,0,,,FLJ20481,37.2837,29.0639,94.6599,128.282,0.112104,0.106371,1058,1352,991,-0.500429,32.4197,44.7305,58.4896,-0.593436,AYTL1,54947,M-010285-00,NM_017839,QDA103828,5,22,No
